STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24
  370,20221102,  209,   60,   64,   90,    2,   30,   17,  150,    1,  127,  109,    7,  156,   13,   99,   18,   75,   78,  683,    0,   -1,   -1,    1,10181,10213,   11,10144,    1,   68,   13,   80,    1,    5,   68,   76,    7,   59,   14,   11
  370,20221103,  182,   45,   50,   70,   24,   30,   16,  120,   24,  126,  101,   24,  157,   13,   97,   24,    3,    3,  258,   49,   36,   13,   17,10052,10142,    1, 9989,   20,   56,   21,   82,   12,    8,   79,   92,   18,   61,   13,    4
  370,20221104,  246,   14,   23,   60,    1,    0,    8,  100,    1,   90,   54,    7,  133,   13,   35,   12,   29,   30,  480,    3,    2,    2,   23,10084,10152,   24,10025,    1,   17,   24,   75,   14,    6,   89,   97,    6,   76,   13,    7
  370,20221105,  196,   39,   40,   60,   21,   10,    1,  100,   21,   82,   28,    5,  120,   14,   16,    6,   48,   51,  559,    0,    0,    0,    1,10168,10182,   11,10149,   24,    5,    1,   75,   10,    5,   85,   98,    1,   73,   13,    8
  370,20221106,  183,   54,   56,   80,   21,   40,    1,  120,   13,  101,   80,   17,  127,   11,   77,    6,    8,    8,  298,   39,   35,   12,   16,10095,10147,    1,10057,   17,   66,   16,   80,   12,    7,   81,   87,   16,   67,   13,    4
  370,20221107,  199,   57,   57,   80,    8,   30,   24,  130,    8,  131,  106,    1,  153,   13,   99,    6,   12,   13,  336,    0,   -1,   -1,    1,10099,10109,   11,10081,    1,   67,    8,   75,   12,    8,   80,   88,    3,   74,   12,    5
  370,20221108,  177,   47,   49,   70,   14,   30,    1,  120,   15,  135,  100,    7,  162,   14,   91,   12,   33,   35,  414,    0,    0,    0,    1,10058,10097,    1,10045,   16,   70,    1,   83,   10,    8,   73,   88,    2,   61,   13,    7
  370,20221109,  210,   59,   60,   90,   13,   40,   24,  140,   14,  124,   91,   24,  151,   13,   83,   24,   58,   63,  481,    0,   -1,   -1,    1,10100,10174,   24,10051,    1,   69,   24,   80,   13,    5,   78,   90,   24,   66,   13,    7
  370,20221110,  204,   46,   47,   70,   12,   40,    1,  100,   12,  109,   80,    7,  152,   13,   74,    6,   79,   86,  609,    0,    0,    0,    1,10240,10290,   24,10179,    1,   63,    5,   81,   14,    5,   82,   94,    6,   62,   14,    9
  370,20221111,  193,   30,   31,   50,    1,    0,   22,   80,    1,   86,   33,   23,  137,   13,   -7,   24,   58,   63,  542,    0,    0,    0,    1,10302,10316,   23,10289,    3,   29,   23,   80,   12,    7,   87,   98,   22,   68,   13,    8
  370,20221112,  119,   10,   14,   20,    4,   10,    1,   30,    1,   80,   25,    3,  165,   14,  -12,    6,   76,   84,  604,    0,    0,    0,    1,10299,10316,    1,10269,   24,    8,   20,   81,   13,    5,   86,   99,   20,   61,   14,    8
  370,20221113,   79,   14,   16,   30,    5,   10,    1,   60,    5,   84,   33,   23,  160,   15,  -17,   24,   78,   86,  647,    0,    0,    0,    1,10213,10264,    1,10155,   24,   65,    2,   82,   15,    3,   77,   96,    2,   49,   14,    9
  370,20221114,  148,   23,   25,   40,   11,   10,    2,   80,   15,   56,    7,    5,  100,   13,  -48,    6,   67,   75,  534,    0,   -1,   -1,    1,10113,10150,    1,10084,   24,   32,   23,   75,   13,     ,   86,   97,    4,   72,   13,    7
  370,20221115,  157,   35,   38,   60,   11,   30,    1,  100,   10,  114,   81,    1,  133,   13,   80,    6,   34,   38,  423,   53,   39,   12,   24,10041,10084,    1, 9985,   24,   56,    4,   80,   12,    8,   87,   97,    4,   66,   13,    6
  370,20221116,  155,   32,   38,   70,   24,   30,    1,  130,   24,  107,   85,    7,  130,   13,   76,    6,   62,   70,  499,   45,   80,   23,    1, 9972,10004,   10, 9878,   24,   57,   24,   80,   14,    5,   85,   97,    1,   69,   14,    7
  370,20221117,  176,   51,   55,   80,   14,   30,   22,  180,    6,  103,   76,   24,  122,   14,   68,   24,   18,   20,  254,   75,   90,   24,    5, 9888, 9950,   24, 9838,    5,   56,    1,   75,   11,    8,   84,   94,    5,   72,   14,    4
  370,20221118,  181,   22,   28,   40,   10,    0,   22,   80,   13,   86,   62,    8,  110,   12,   56,   12,   17,   19,  284,   21,    9,    6,   15,10021,10074,   24, 9956,    1,   22,   22,   74,   12,    7,   91,   98,   20,   79,   14,    4
  370,20221119,   58,   38,   38,   50,    3,   20,   22,   90,    8,   22,  -16,   24,   68,    1,  -24,   24,    0,    0,  120,   25,    8,    3,    5,10118,10137,   21,10077,    1,   24,    2,   80,   20,    7,   82,   95,    1,   69,   20,    1
  370,20221120,  208,    8,   26,   60,   18,    0,    7,  120,   18,   34,  -30,    1,   83,   19,  -39,    6,    3,    3,  177,   45,   62,   24,   15,10082,10130,    1,10030,   18,   33,   16,   69,    1,    8,   89,   96,   16,   84,    8,    2
  370,20221121,  162,   25,   33,   50,   22,   10,    4,   90,   22,   65,   24,    6,   90,   12,   19,    6,   37,   43,  409,   54,   34,   10,   22, 9992,10057,    3, 9913,   23,    7,    5,   75,   11,    8,   88,   98,    5,   74,   12,    5
  370,20221122,  178,   44,   45,   60,   10,   30,    1,  100,   10,   68,   39,    7,   85,   23,   32,   12,    0,    0,  149,   15,    4,    2,   22, 9933, 9958,   24, 9914,    1,   50,   21,   75,   12,    7,   88,   94,    1,   76,   13,    2
  370,20221123,  187,   50,   51,   60,   10,   40,    2,  130,   10,   84,   70,    8,  109,   13,   62,   12,   43,   50,  383,   20,   31,   17,   15, 9981,10030,   24, 9955,   13,   56,   14,   80,   12,    5,   85,   93,   19,   66,   13,    5
  370,20221124,  197,   45,   48,   60,    7,   30,   15,  100,    7,   92,   71,    9,  123,   14,   67,   12,   70,   82,  488,    0,   -1,   -1,    1,10087,10108,   16,10034,    1,   59,    5,   72,   14,    6,   80,   88,    5,   71,   13,    7
  370,20221125,  212,   34,   37,   50,    1,   20,    4,   90,   11,   81,   28,   24,  121,   13,   10,   24,   52,   62,  418,   12,    8,    6,    3,10169,10262,   24,10091,    1,   33,   23,   75,   12,    3,   88,   98,   23,   73,   12,    6
  370,20221126,  183,   31,   32,   40,   15,   20,    5,   70,   15,   64,   24,    2,  110,   14,   12,    6,   35,   42,  345,    0,    0,    0,    1,10278,10294,   10,10254,   24,    6,    2,   70,   23,    7,   90,   98,    1,   78,   15,    5
  370,20221127,  150,   31,   32,   40,    4,   20,   11,   90,   20,   66,   47,    3,   79,   13,   41,    6,    0,    0,  107,  113,   41,    9,   21,10177,10248,    1,10099,   24,   61,   19,   70,    4,    8,   87,   90,    8,   83,    6,    1
  370,20221128,  198,   21,   22,   40,    4,    0,   20,   60,    1,   76,   44,   24,   99,   14,   32,   24,    0,    0,  102,   85,   48,    9,   10,10111,10144,   24,10090,    4,    1,   21,   70,    1,    8,   96,   99,   20,   86,    1,    1
  370,20221129,  275,   10,   13,   20,    3,    0,    1,   40,   21,   63,   44,    1,   75,   16,   32,   24,    0,    0,  146,    0,    0,    0,    1,10194,10226,   24,10145,    1,    0,    5,   35,   17,    8,   98,   99,    3,   97,   18,    2
  370,20221130,  347,   17,   19,   40,   14,    0,    6,   60,   13,   67,   43,   20,   90,   13,   35,   24,   19,   23,  299,    0,   -1,   -1,    1,10249,10270,   23,10227,    1,    1,    6,   66,   17,    8,   91,   98,    2,   80,   14,    4
  370,20221201,   22,   33,   34,   40,    4,   30,    1,   70,   11,   59,   52,   23,   73,   13,   52,   24,    3,    4,  202,    0,   -1,   -1,    1,10272,10283,    9,10259,   24,   45,   24,   60,   13,    8,   85,   91,    2,   76,   13,    3
  370,20221202,   48,   52,   53,   70,   13,   30,    2,  120,   16,   31,   19,   23,   53,    1,   18,   24,    0,    0,   85,    0,   -1,   -1,    1,10239,10255,    1,10227,   14,   50,    1,   63,   21,    8,   82,   92,   10,   75,   20,    1
  370,20221203,   56,   43,   44,   50,    1,   40,    3,   90,    1,   16,    7,   22,   22,    9,    6,   24,    0,    0,   84,    0,    0,    0,    1,10203,10229,    1,10177,   24,   50,   22,   62,    1,    8,   80,   84,   24,   76,   10,    1
  370,20221204,   53,   41,   41,   50,   11,   30,   24,   90,   11,   14,    7,    1,   23,   24,    7,    6,    0,    0,   65,    0,   -1,   -1,    1,10172,10178,   10,10166,   15,   50,   24,   62,   14,    8,   83,   90,   24,   80,   10,    1
  370,20221205,   29,   12,   20,   30,    1,   10,   11,   60,    1,   36,   23,    1,   49,   21,   22,    6,    0,    0,   70,   64,   16,    3,   10,10194,10207,   20,10175,    1,   20,   17,   68,   13,    8,   94,   98,   19,   89,   13,    1
  370,20221206,  282,   18,   21,   30,   13,   10,    8,   50,   13,   52,   33,   24,   74,   14,   25,   24,   42,   52,  368,    3,    1,    1,    2,10197,10208,   10,10185,   22,   18,    2,   75,   12,    7,   90,   97,    1,   71,   14,    5
  370,20221207,  248,   25,   26,   40,   23,   20,    1,   60,   23,   40,   11,    8,   70,   13,    3,   12,   31,   39,  310,    4,    1,    1,   22,10160,10184,    2,10117,   24,   56,    1,   75,   13,    7,   91,   97,    1,   80,   13,    4
  370,20221208,  234,   29,   32,   50,    4,   20,   13,   70,    4,   27,    1,   23,   39,   14,   -5,   24,    3,    4,   99,   75,   22,    5,   13,10081,10111,    1,10067,   24,   34,   24,   65,    6,    8,   94,   96,   23,   92,    5,    1
  370,20221209,  178,   10,   14,   20,    1,    0,    8,   40,   11,    3,  -44,   24,   22,   11,  -61,   24,    2,    3,  150,    0,   -1,   -1,    1,10069,10086,   24,10061,    7,    8,    5,   63,   15,    6,   90,   99,    6,   79,   15,    2
  370,20221210,  205,   25,   27,   30,    3,   10,    1,   50,    7,  -12,  -42,    2,    4,   24,  -65,    6,    0,    0,  110,    0,    0,    0,    1,10107,10120,   19,10086,    1,    3,    9,   27,   22,    8,   97,   99,    9,   96,    2,    1
  370,20221211,  173,   19,   22,   30,   10,   20,    1,   50,   10,    6,  -17,   24,   19,   13,  -28,   24,    0,    0,  121,    0,    0,    0,    1,10105,10116,    1,10098,   13,   29,    1,   70,   17,    8,   86,   95,    1,   80,   17,    1
  370,20221212,  156,    9,   11,   20,    2,    0,   24,   30,    2,  -30,  -68,   24,   27,   14, -103,   24,   66,   83,  480,    0,    0,    0,    1,10123,10130,    9,10109,    1,   44,    4,   80,   14,    0,   88,   98,   23,   62,   14,    5
  370,20221213,   98,   21,   21,   40,   21,    0,    1,   70,   21,  -31,  -77,    3,   -8,   15, -115,   12,   37,   47,  288,    0,    0,    0,    1,10095,10121,    1,10048,   24,   41,    3,   77,   24,    6,   81,   95,    1,   67,   24,    3
  370,20221214,   56,    7,   18,   30,    1,   10,    7,   70,    1,  -38,  -95,   24,    5,   14, -115,   24,   56,   71,  394,    0,    0,    0,    1,10038,10069,   23,10020,    6,   59,   21,   80,    3,    4,   75,   93,   23,   61,   14,    4
  370,20221215,  192,   13,   16,   20,    2,   10,    1,   40,   11,  -44,  -92,    1,   15,   15, -113,    6,   68,   86,  477,    0,    0,    0,    1,10090,10102,   11,10070,    1,   40,   22,   61,   13,    1,   86,   94,   22,   71,   13,    4
  370,20221216,  311,    5,   13,   20,    5,   10,    1,   40,    6,   -7,  -26,    1,   10,   15,  -45,   24,   20,   25,  192,    0,   -1,   -1,    1,10163,10225,   24,10099,    1,    0,   10,   59,    2,    8,   94,   99,    9,   86,    1,    2
  370,20221217,  164,   20,   22,   30,    7,   10,    1,   60,   13,  -27,  -63,   23,  -13,    7,  -98,   24,    0,    0,  128,    0,    0,    0,    1,10262,10285,   24,10228,    1,    3,   20,   45,   24,    8,   95,   98,    3,   92,   13,    1
  370,20221218,  136,   29,   30,   50,   23,   10,    1,   80,   23,  -28,  -73,    8,   11,   24, -100,    6,   20,   25,  212,   48,   36,   10,   22,10241,10281,    2,10184,   24,   25,   24,   67,   15,    7,   83,   94,   24,   71,   19,    2
  370,20221219,  186,   57,   58,   70,    7,   40,    3,  110,    6,   85,   11,    1,  115,   23,    9,    6,    0,    0,  102,   59,   32,   10,    4,10154,10176,    1,10140,   24,   26,    2,   75,   13,    8,   82,   96,    3,   71,   16,    1
  370,20221220,  195,   46,   48,   60,    2,   20,   24,  120,   11,  106,   88,   24,  121,    1,   85,   24,    2,    3,   90,  145,  142,   21,   21,10112,10138,    1,10101,   16,   37,   24,   80,    1,    8,   88,   98,   24,   69,    1,    1
  370,20221221,  195,   29,   30,   50,   11,   10,    2,   90,   13,   84,   71,    7,   92,   24,   67,   12,    4,    5,  174,   35,   12,    8,   18,10092,10113,   10,10045,   24,    8,    3,   70,   14,    8,   94,   98,    1,   88,   14,    2
  370,20221222,  217,   31,   35,   60,   20,    0,    4,  100,   20,   94,   80,   10,  107,   20,   76,   12,   11,   14,  190,   81,   73,   16,   17,10041,10072,   12,10019,    4,    4,    4,   66,   14,    8,   95,   99,    4,   84,   14,    3
  370,20221223,  229,   40,   48,   80,   20,   20,    9,  140,   17,  105,   94,   10,  126,   17,   92,   12,    0,    0,   59,   68,  134,   60,   14,10037,10068,   24, 9994,   15,   23,    2,   63,   22,    8,   92,   98,   14,   79,   23,    1
  370,20221224,  215,   41,   45,   70,    1,   20,   17,  110,    1,   95,   72,   20,  118,   13,   50,   18,   22,   28,  219,    0,   -1,   -1,    1,10123,10150,   21,10074,    1,   57,   19,   63,   13,    7,   88,   96,   21,   78,   13,    3
  370,20221225,  180,   18,   24,   40,   20,    0,   17,   60,    1,   93,   83,    4,  104,   21,   76,    6,    0,    0,   52,  115,   80,   19,   16,10112,10147,    2,10087,   18,   12,   17,   70,    7,    8,   95,   98,   13,   90,    7,    1
  370,20221226,  230,   47,   51,   80,   10,   30,   16,  130,   10,   66,   17,   19,  107,   10,    7,   24,   18,   23,  200,    3,    8,    8,   11,10156,10222,   24,10108,    1,   56,    1,   75,   13,    5,   86,   96,    1,   72,   15,    3
  370,20221227,  206,   51,   53,   60,    1,   40,   15,  120,   24,   51,   24,    6,   72,   15,   16,    6,   26,   33,  247,    6,    1,    1,   24,10228,10254,   10,10168,   24,   65,    4,   75,   18,    6,   85,   93,    8,   79,   18,    3
  370,20221228,  200,   75,   75,   90,    6,   60,    1,  160,    5,   91,   64,    1,  114,   24,   60,    6,    3,    4,   92,   86,   39,    8,    6,10085,10156,    1,10009,   24,   31,    6,   75,   15,    8,   88,   94,    6,   78,   15,    1
  370,20221229,  218,   85,   86,  110,   10,   60,   24,  180,   10,   90,   60,   24,  118,    3,   54,   24,    7,    9,  140,   32,   35,   14,   14,10042,10103,   24, 9996,    3,   50,   11,   75,    2,    7,   81,   90,    1,   70,    9,    2
  370,20221230,  188,   56,   61,   80,   15,   40,    1,  130,   15,   89,   40,    5,  138,   21,   32,    6,    0,    0,   95,   47,   20,    6,   13,10047,10112,    2, 9985,   15,   33,   16,   75,   10,    7,   87,   95,   16,   74,   12,    1
  370,20221231,  212,   92,   93,  120,    9,   40,    4,  210,    9,  154,  124,    4,  168,   24,  123,    6,    0,    0,   90,   66,  131,   54,    2,10058,10085,   24,10029,    1,   37,    1,   83,   19,    8,   73,   97,    3,   49,   24,    1
  370,20230101,  206,   52,   57,  110,    1,   30,    9,  190,    1,  126,  105,   10,  169,    1,  101,   12,    2,    3,  165,   84,   44,   11,    8,10127,10151,   12,10087,    1,   59,    8,   83,    2,    8,   78,   95,   21,   49,    1,    3
  370,20230102,  225,   43,   46,   70,    6,   30,   20,  140,    7,   93,   46,   21,  129,    2,   36,   24,    0,    0,  147,   61,   39,   20,    7,10173,10260,   24,10097,    1,   50,   21,   70,    1,    6,   90,   96,   21,   85,    1,    2
  370,20230103,  189,   45,   46,   80,   23,   20,    2,  130,   23,   67,   18,    3,   91,   23,    2,    6,   12,   15,  140,    9,    6,    4,   24,10251,10270,   10,10200,   24,   15,    2,   75,   17,    6,   88,   98,    2,   79,   22,    2
  370,20230104,  224,   85,   88,  110,    9,   70,   24,  180,    9,  114,   85,    1,  127,   16,   82,    6,    0,    0,   79,   71,   55,   14,   13,10159,10190,    1,10144,   15,   28,   12,   70,    8,    8,   88,   95,   13,   77,   21,    1
  370,20230105,  237,   48,   51,   60,    1,   30,   16,  110,    1,  106,   97,    2,  120,   13,   89,    6,   12,   15,  209,   22,    9,    7,   20,10196,10215,   11,10171,    1,   37,   18,   65,   21,    8,   86,   96,   17,   79,   12,    3
  370,20230106,  208,   55,   56,   80,    7,   30,   17,  130,    7,  109,  100,   16,  131,   12,   93,   24,   32,   40,  321,   12,    8,    7,   19,10171,10182,    1,10159,    5,   37,   19,   75,    3,    8,   86,   95,   19,   74,   12,    5
  370,20230107,  181,   54,   55,   70,   12,   40,    3,  130,   12,  105,   93,   18,  123,   13,   88,   18,   53,   66,  336,   11,    6,    5,   18,10092,10160,    1,10036,   24,   70,    1,   83,   12,    8,   78,   90,    1,   64,   12,    5
  370,20230108,  189,   48,   50,   70,   13,   40,    8,  130,   13,   82,   60,    8,  104,    1,   53,   12,   40,   49,  314,   25,   29,   16,   23, 9991,10034,    2, 9936,   22,   60,    2,   75,   11,    6,   81,   91,   23,   70,   14,    4
  370,20230109,  225,   47,   50,   90,    8,   30,   17,  150,    8,   63,   34,   24,   80,   13,   27,   24,    3,    4,  181,   46,   25,    6,   16,10009,10128,   24, 9944,    6,   59,   11,   75,    7,    7,   89,   94,   23,   80,    7,    2
  370,20230110,  197,   57,   59,   70,   14,   40,    1,  140,   18,   63,   33,    1,  101,   24,   25,    6,   12,   15,  187,   45,   35,   14,   16,10138,10183,    8,10074,   24,   34,   17,   70,   20,    7,   88,   93,   17,   77,   13,    2
  370,20230111,  222,   67,   70,  110,   22,   50,    6,  190,   22,  100,   80,   23,  117,    6,   76,   18,   43,   53,  358,   78,   81,   18,    4,10101,10125,   17,10066,    4,   38,    1,   74,   19,    7,   83,   96,    4,   68,   13,    5
