STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24
  370,20230129,  207,   46,   46,   80,   24,   10,    1,  110,   23,   15,  -38,    1,   49,   24,  -65,    6,    0,    0,  175,    0,    0,    0,    1,10260,10304,    2,10191,   24,   57,    2,   65,   17,    8,   82,   89,    2,   74,   15,    2
  370,20230130,  265,   49,   55,   80,    1,   30,   18,  160,   11,   61,   18,   23,   86,   14,    4,   24,   24,   27,  344,   11,    6,    3,    4,10208,10257,   23,10168,    5,   29,    4,   69,    8,    5,   79,   94,    4,   62,   14,    5
  370,20230131,  233,   47,   49,   80,   10,   30,    1,  130,   10,   52,   11,    3,   81,   16,   -2,    6,    7,    8,  227,   12,    8,    6,   13,10225,10253,    1,10208,   14,   21,   13,   70,   16,    7,   89,   95,   13,   81,   22,    3
  370,20230201,  255,   67,   68,   90,   11,   40,    1,  170,   15,   68,   34,    3,   86,   14,   24,    6,   15,   16,  289,    1,    1,    1,   23,10206,10220,   24,10197,   13,   59,   23,   68,    1,    8,   78,   87,   24,   69,   14,    4
  370,20230202,  251,   55,   55,   60,    2,   40,   18,  120,   14,   84,   75,    1,   94,   13,   71,    6,    0,    0,  175,   18,   14,   10,   16,10246,10264,   18,10221,    1,   45,   16,   70,   10,    8,   83,   94,   16,   76,   13,    2
  370,20230203,  270,   53,   55,   80,    9,   30,   22,  140,   10,   94,   68,   24,  111,   14,   67,   24,    0,    0,  189,   25,    4,    2,   23,10282,10331,   24,10253,    4,   48,   23,   75,    3,    8,   82,   95,   22,   76,    7,    3
  370,20230204,  264,    9,   12,   30,    1,    0,    4,   50,    1,   68,   16,    5,   96,   13,    6,    6,   14,   15,  396,   27,   13,    7,   20,10364,10380,   20,10331,    1,    1,    5,   62,    1,    8,   94,   99,    5,   78,   13,    5
  370,20230205,  336,   41,   48,   90,   13,   20,    1,  150,   13,   62,   16,   24,   88,   14,   -9,   24,   22,   23,  368,   11,    9,    5,    7,10395,10432,   24,10364,    4,   19,    2,   70,    8,    7,   84,   97,    1,   65,   14,    5
  370,20230206,   30,    7,   13,   30,   12,    0,   19,   60,   13,   21,  -23,    6,   77,   13,  -42,    6,   31,   33,  543,    0,    0,    0,    1,10415,10433,    2,10397,   23,    2,    6,   68,   14,    6,   91,   99,    6,   70,   13,    6
  370,20230207,   73,   14,   18,   30,   11,   10,    1,   50,   11,    1,  -48,    6,   60,   15,  -71,   24,   83,   87,  857,    0,    0,    0,    1,10396,10406,    8,10389,   23,    0,    6,   83,   16,    1,   81,   98,    6,   52,   15,    9
  370,20230208,  125,   14,   16,   30,    9,    0,   20,   50,   15,    1,  -53,    3,   80,   14,  -87,    6,   85,   89,  861,    0,    0,    0,    1,10361,10387,    1,10324,   24,   63,    3,   83,   16,    2,   64,   88,    4,   29,   14,    9
  370,20230209,  213,   25,   28,   40,   11,   20,    2,   60,   11,   11,  -45,    4,   56,   15,  -79,    6,   63,   66,  609,    0,    0,    0,    1,10331,10360,   24,10312,    5,   50,   24,   80,    1,    8,   72,   92,   23,   56,   11,    7
  370,20230210,  220,   42,   43,   60,   14,   20,    2,  100,   15,   42,  -28,    2,   96,   14,  -55,    6,   55,   57,  657,    0,   -1,   -1,    1,10365,10379,    9,10352,   24,    1,    5,   62,   23,    7,   88,   99,    7,   67,   13,    8
  370,20230211,  234,   32,   32,   50,    3,   10,   24,   80,    4,   72,   53,    1,   96,   15,   47,    6,    0,    0,  222,    0,    0,    0,    1,10360,10386,   24,10340,    6,   48,   10,   71,   23,    8,   87,   93,   20,   80,   23,    3
  370,20230212,   33,    9,   14,   20,   15,    0,    7,   40,   19,   73,   50,   24,   90,   13,   42,   24,    0,    0,  188,    0,    0,    0,    1,10385,10398,   11,10373,   24,   50,   24,   70,    1,    8,   81,   91,    7,   70,   12,    3
  370,20230213,  108,   10,   14,   20,    1,    0,   23,   50,   14,   51,  -17,    7,  130,   15,  -39,   12,   72,   73,  866,    0,    0,    0,    1,10360,10373,    9,10347,   24,    0,    7,   81,   15,    1,   86,   99,    4,   58,   15,   11
  370,20230214,  143,    9,   11,   20,   10,    0,   17,   40,   10,   48,  -11,    1,  140,   15,  -50,   12,   88,   89,  901,    0,    0,    0,    1,10323,10346,    2,10292,   24,    1,    1,   66,   15,    0,   83,   99,    2,   48,   15,   11
  370,20230215,  180,   21,   24,   40,   13,   10,    1,   60,   12,   58,  -14,    2,  134,   14,  -50,    6,   87,   87,  806,    0,    0,    0,    1,10258,10288,    1,10243,   14,    1,    1,   65,   13,    6,   77,   98,    1,   47,   14,   10
  370,20230216,  204,   41,   42,   60,   16,   20,    4,  100,   17,   80,   31,    1,  122,   16,    5,    6,   31,   31,  422,   42,   11,    3,   12,10224,10245,    1,10203,   23,   26,   20,   64,   14,    8,   85,   94,   21,   73,   15,    6
  370,20230217,  234,   71,   73,  100,   12,   50,   22,  160,    9,  115,  101,    4,  134,   13,   97,    6,    3,    3,  317,    0,   -1,   -1,    1,10207,10235,   21,10186,    7,   60,   24,   75,   10,    8,   82,   88,    6,   74,   12,    5
  370,20230218,  238,   68,   70,   90,    7,   50,   18,  140,    8,  107,   95,    8,  124,   16,   93,   12,    4,    4,  211,   41,   10,    2,    4,10197,10223,    1,10183,   22,   30,    6,   75,   12,    8,   87,   95,    2,   77,   15,    3
  370,20230219,  259,   41,   45,   70,    2,   20,   21,  120,    1,   83,   36,   22,  113,   14,   14,   24,    9,    9,  365,   25,   12,    5,    6,10240,10273,   20,10185,    1,   48,    8,   75,   12,    8,   84,   92,    8,   72,   13,    5
  370,20230220,  232,   56,   57,   70,    8,   40,    1,  130,   14,   79,   44,    2,   94,   17,   37,    6,    0,    0,  198,    0,    0,    0,    1,10232,10256,    1,10213,   23,   50,   24,   63,    1,    8,   86,   92,    4,   81,   17,    3
  370,20230221,  211,   25,   30,   50,    1,   10,   18,   70,    1,   69,   52,   24,   81,   13,   52,   24,    0,    0,  243,    6,    1,    1,    7,10190,10213,    1,10156,   24,    6,    5,   62,   13,    8,   93,   99,    6,   89,   13,    3
  370,20230222,  193,   18,   24,   40,   16,   10,   23,   70,   16,   77,   44,    5,  111,   12,   45,    6,   19,   18,  471,    0,   -1,   -1,    1,10125,10153,    1,10109,   14,    1,    2,   71,   12,    8,   89,   99,    2,   69,   12,    6
  370,20230223,  334,   21,   23,   50,   20,   10,    1,   90,   20,   72,   18,   24,   96,   13,    3,   24,    1,    1,  317,   56,   27,    9,    4,10154,10171,   20,10126,    1,   11,    4,   75,   15,    8,   90,   98,    1,   77,   15,    4
  370,20230224,  268,   31,   35,   60,   11,   10,    3,  110,   12,   44,   15,    1,   75,   16,   -4,    6,    8,    8,  306,   32,   19,   11,   16,10095,10157,    1,10059,   16,   57,   15,   75,   24,    7,   84,   92,    1,   72,   10,    4
  370,20230225,  343,   33,   41,   80,   13,    0,   24,  130,   13,   30,  -31,   24,   81,   13,  -63,   24,   50,   47,  780,    0,   -1,   -1,    1,10126,10185,   24,10084,    1,   66,    5,   83,   17,    3,   71,   87,    3,   46,   15,    9
  370,20230226,   30,   46,   47,   80,   11,   10,    1,  130,   11,    9,  -32,    5,   62,   15,  -63,    6,   97,   91, 1220,    0,    0,    0,    1,10247,10288,   24,10190,    1,   70,    1,   83,   16,    1,   65,   81,    1,   43,   13,   13
  370,20230227,   40,   37,   38,   60,   12,   20,   21,  100,   15,    4,  -49,    5,   65,   15,  -69,    6,   70,   65,  901,    0,    0,    0,    1,10299,10311,   24,10285,    2,   70,    1,   83,   15,    2,   69,   84,    7,   49,   14,   10
  370,20230228,   57,   32,   35,   60,   11,   20,    2,  100,   10,   11,  -40,    1,   59,   15,  -70,   24,   94,   87, 1243,    0,    0,    0,    1,10309,10318,    8,10298,   15,   70,    1,   83,   11,    2,   60,   83,    1,   38,   10,   14
  370,20230301,   40,   39,   40,   60,   11,   30,    1,  100,   16,    8,  -56,    3,   70,   15,  -79,    6,   99,   91, 1266,    0,    0,    0,    1,10272,10311,    1,10244,   24,   70,    6,   82,   17,    0,   62,   82,    6,   43,   15,   14
  370,20230302,   35,   45,   46,   60,   14,   30,    1,  100,   17,   28,  -26,    6,   97,   15,  -38,    6,   99,   91, 1253,    0,    0,    0,    1,10234,10244,    1,10215,   16,   50,    7,   81,   17,    0,   70,   93,   24,   41,   15,   15
  370,20230303,   21,   32,   35,   50,    2,   20,   17,  100,   14,   38,   -3,    1,   78,   15,  -13,    6,   48,   44,  817,    0,    0,    0,    1,10260,10271,   11,10244,    1,   35,    1,   83,   17,    7,   75,   93,    1,   59,   16,   10
  370,20230304,  324,   27,   28,   40,   11,   20,    1,   80,   15,   59,   44,   24,   82,   13,   40,   24,    6,    5,  422,    0,   -1,   -1,    1,10251,10267,    1,10230,   24,   67,    2,   77,   17,    8,   74,   82,   15,   69,   17,    5
  370,20230305,  262,   20,   23,   30,    8,   10,    1,   80,   17,   39,   14,   24,   65,   14,    5,   24,    8,    7,  496,    5,    5,    3,   17,10160,10226,    1,10094,   24,   59,   17,   80,   15,    8,   83,   93,   24,   69,   15,    6
  370,20230306,  229,   38,   40,   70,   18,   20,    1,  120,   18,   33,  -12,    3,   64,   13,  -24,    6,    8,    7,  526,   54,   43,   15,   24,10048,10089,    1, 9997,   23,   23,    4,   68,   19,    8,   87,   96,    4,   67,   17,    6
  370,20230307,  249,   25,   29,   60,    1,   10,   10,  110,    1,   21,    1,   24,   43,    1,   -4,   24,    0,    0,  313,  174,  167,   21,    6, 9989,10014,   22, 9968,    6,   15,    9,   65,    1,    8,   94,   96,   10,   90,   14,    4
  370,20230308,   71,   28,   33,   50,   11,   10,    4,  100,   13,    8,   -2,    8,   17,   15,   -2,    6,    0,    0,  366,  125,  115,   21,   10, 9940,10007,    1, 9906,   23,    4,   10,   70,   13,    8,   93,   98,    8,   89,   10,    4
  370,20230309,   74,   12,   21,   40,    1,   10,    7,   60,    1,   38,    7,    1,  101,   23,    6,    6,    0,    0,  303,  115,  188,   84,   24, 9939, 9982,   10, 9872,   23,   17,    3,   62,   24,    8,   95,   98,   21,   91,   10,    4
  370,20230310,  260,   28,   49,  100,   16,   30,    1,  180,   16,   61,    3,   24,  114,    9,   -7,   24,   11,   10,  377,   87,   75,   20,   11, 9928,10074,   24, 9857,    6,    8,   16,   75,   23,    8,   89,   96,    1,   74,   24,    5
  370,20230311,  215,   11,   18,   30,    2,   10,    6,   60,   14,   20,  -42,    6,   73,   15,  -57,   12,   89,   77, 1355,    0,    0,    0,    1,10111,10124,   20,10079,    1,   70,    1,   83,   17,    7,   66,   90,    6,   39,   16,   15
  370,20230312,  210,   41,   48,   70,   13,   20,    1,  120,   13,   79,   24,    4,  121,   13,   20,    6,    6,    5,  429,   26,   10,    5,   24,10079,10110,    1,10030,   24,   47,    8,   82,    1,    8,   79,   96,    8,   64,    1,    6
  370,20230313,  215,   87,   88,  130,   11,   50,    1,  220,   12,  139,   94,    1,  180,   14,   91,    6,   55,   47,  874,   26,   20,   13,    2, 9949,10017,    1, 9898,   23,   45,    1,   82,   15,    7,   72,   94,    1,   51,   16,   14
  370,20230314,  263,   36,   56,   90,    1,   20,   19,  150,    1,   66,    1,   21,  120,    1,  -17,   24,   27,   23,  722,   41,   41,   15,    8,10003,10126,   24, 9887,    6,   56,    5,   82,   17,    7,   75,   93,    6,   49,   14,   10
  370,20230315,  202,   21,   25,   40,    2,   10,   10,   70,    3,   48,  -17,    7,   93,   14,  -33,    6,   83,   70, 1399,   16,   13,   12,    3,10176,10193,   12,10126,    1,   26,    6,   83,   16,    6,   70,   97,    7,   39,   14,   18
  370,20230316,  158,   42,   43,   70,   14,   30,    2,  110,   14,   92,   44,    1,  149,   15,   39,    6,   69,   58, 1251,    0,   -1,   -1,    1,10127,10177,    1,10083,   23,   75,    1,   83,   16,    8,   58,   77,    3,   40,   15,   18
  370,20230317,  177,   29,   32,   50,   17,   20,    5,   90,   17,  126,   66,    3,  185,   14,   48,    6,   38,   32,  986,    0,   -1,   -1,    1,10072,10081,    1,10057,   16,   75,   23,   83,    1,    8,   57,   76,   24,   44,   13,   15
  370,20230318,  191,   35,   36,   50,   15,   20,    1,  130,   20,  125,   94,    7,  166,   16,   87,   12,   74,   62, 1033,   31,   23,    9,    2,10102,10113,   22,10083,    2,   57,    4,   83,   15,    7,   78,   94,    3,   54,   16,   16
  370,20230319,  241,   26,   32,   40,    9,   20,    6,   80,   16,  105,   72,    6,  149,   15,   57,    6,   52,   43, 1019,    0,   -1,   -1,    1,10151,10203,   24,10111,    1,   57,    6,   75,   11,    7,   83,   96,    7,   66,   15,   15
  370,20230320,  205,   42,   43,   50,    9,   20,    2,  100,   13,   82,   43,    2,  106,   15,   28,    6,    0,    0,  480,   20,   15,    9,   10,10189,10204,   10,10172,   24,   50,    3,   75,   16,    8,   84,   94,    3,   72,   14,    7
  370,20230321,  201,   39,   42,   70,   13,   20,    6,  110,   13,  110,   89,    4,  153,   14,   73,   24,    8,    7,  677,   23,   13,    8,    8,10129,10164,    1,10102,   24,   60,   17,   80,   12,    8,   81,   91,    8,   61,   14,   10
  370,20230322,  198,   59,   60,   90,   10,   30,    1,  160,   11,  111,   85,    1,  129,   10,   71,    6,    5,    4,  451,   45,   21,    7,   21,10063,10094,    1,10028,   24,   41,   16,   80,   10,    8,   82,   93,   17,   67,   10,    7
  370,20230323,  209,   60,   64,   90,    5,   40,   15,  140,    4,  126,  102,    9,  157,   14,   98,   12,   38,   31,  867,   69,   85,   45,    8,10026,10046,   12, 9990,   24,   50,   14,   77,   13,    8,   79,   89,   14,   65,   13,   14
  370,20230324,  219,   71,   74,   90,    9,   60,   18,  150,   10,  112,   85,   23,  144,   12,   80,   24,   65,   53, 1004,   35,   43,   16,   13,10017,10037,   12, 9976,    2,   60,   12,   80,   18,    7,   78,   91,    3,   66,   11,   15
  370,20230325,  232,   77,   79,  100,    6,   40,   22,  180,   12,   97,   75,   24,  134,   12,   69,   24,   49,   39,  941,   32,   33,   11,   21,10046,10078,   23,10022,    4,   58,   23,   79,   16,    7,   78,   91,   23,   60,   16,   14
  370,20230326,   10,   17,   35,   60,   15,   10,    5,  120,   16,   68,   23,   24,   93,   14,    0,   24,    2,    2,  438,   99,  116,   26,    8,10060,10152,   24,10016,    9,   56,    4,   80,   20,    7,   84,   96,    8,   63,   20,    6
  370,20230327,  309,   29,   33,   60,   10,   10,    3,  150,   13,   36,  -22,   24,   85,   16,  -47,   24,   89,   71, 1457,    7,   28,   20,   10,10226,10272,   24,10159,    1,   65,    7,   82,   15,    3,   74,   92,    7,   48,   15,   18
  370,20230328,  183,   33,   35,   50,   10,   10,    6,  100,   18,   44,  -29,    6,  103,   14,  -58,    6,   57,   45, 1253,   21,    8,    4,   19,10235,10272,    1,10171,   24,   60,    5,   83,   17,    7,   72,   94,    6,   43,   14,   16
  370,20230329,  191,   35,   36,   60,   13,   20,    4,   90,   12,  116,   55,    1,  161,   16,   51,    6,   10,    8,  840,   10,    2,    1,    1,10123,10165,    1,10065,   24,   38,   10,   82,   24,    8,   75,   91,   10,   62,   24,   13
  370,20230330,  227,   59,   63,  100,   12,   30,   23,  170,   12,  131,  100,   23,  171,   14,   90,   24,   64,   50, 1201,   17,   22,    6,   24,10064,10077,   14,10042,   24,   57,    6,   83,    3,    7,   74,   89,    6,   55,   13,   19
  370,20230331,  205,   70,   71,  100,   13,   30,    5,  170,   13,  108,   95,   24,  138,   13,   94,   12,    3,    2,  654,  172,  206,   69,    8, 9944,10029,    1, 9917,   18,   32,   24,   72,   12,    8,   87,   93,    4,   69,   12,   10
  370,20230401,  278,   37,   57,   80,    1,   40,   16,  120,    1,   94,   69,   24,  108,    9,   68,   24,    1,    1,  441,  146,  140,   24,   18, 9999,10105,   24, 9922,    1,   28,    2,   65,    7,    8,   94,   96,   18,   89,    9,    6
  370,20230402,   35,   49,   51,   70,    3,    0,   24,  110,    2,   50,   -5,   24,   88,   16,  -38,   24,   42,   32,  988,    8,    3,    3,    1,10224,10298,   24,10113,    1,   65,    1,   83,   17,    5,   77,   93,   24,   55,   16,   12
  370,20230403,   61,   43,   44,   70,   12,   10,    1,  120,   12,   45,  -18,    2,   99,   15,  -40,    6,  122,   94, 2119,    0,    0,    0,    1,10304,10320,    9,10293,   16,   61,    1,   83,   17,    1,   58,   93,    2,   30,   12,   26
  370,20230404,   54,   20,   22,   40,   12,    0,   22,   80,   13,   44,  -29,    5,  104,   16,  -53,    6,  120,   92, 2064,    0,    0,    0,    1,10278,10299,    7,10249,   24,   70,    3,   83,   17,    5,   58,   87,   24,   37,   14,   26
  370,20230405,   61,    6,   10,   20,   10,    0,    1,   60,   11,   56,  -29,    5,  122,   14,  -66,    6,  124,   94, 2054,    0,    0,    0,    1,10217,10246,    1,10185,   24,   58,    5,   82,   16,    2,   57,   97,    5,   32,   12,   26
  370,20230406,  180,   28,   35,   60,   12,   20,    1,  110,   12,   68,   19,    2,   92,   22,   -4,    6,    0,    0,  486,  102,   78,   16,   22,10154,10179,    1,10136,   18,   40,   17,   80,    1,    8,   81,   96,   18,   61,    9,    6
  370,20230407,  294,   24,   25,   40,   11,   10,   21,   80,   12,   85,   65,    5,  104,   12,   53,   24,    1,    1,  585,    0,   -1,   -1,    1,10186,10227,   24,10150,    1,   24,    6,   75,   10,    8,   85,   96,    6,   73,   14,    8
  370,20230408,   42,   13,   19,   30,   14,   10,    1,   60,   14,  100,   68,    1,  145,   14,   54,    6,   46,   34, 1354,   19,   16,    9,    4,10250,10261,   10,10228,    1,   10,    5,   82,   17,    6,   78,   98,    5,   51,   14,   20
  370,20230409,  108,   21,   23,   30,    5,   10,   20,   60,   12,  113,   71,    6,  166,   13,   33,   24,   80,   60, 1603,    0,    0,    0,    1,10235,10254,    1,10214,   24,   57,    4,   82,   18,    6,   65,   86,    5,   45,   17,   24
  370,20230410,  189,   44,   51,   70,   13,   20,    2,  150,   15,  113,   68,    5,  173,   13,   48,    6,    8,    6,  878,   29,   37,   30,   18,10143,10206,    1,10092,   23,   56,   17,   82,    9,    8,   69,   93,   18,   45,   12,   13
  370,20230411,  231,   52,   58,   80,   11,   40,   20,  140,   12,  107,   73,    6,  148,   13,   66,    6,   83,   61, 1650,   20,    4,    3,   24,10114,10141,   12,10060,   24,   62,    1,   82,   19,    6,   65,   89,   24,   40,   13,   25
  370,20230412,  190,   36,   43,   80,   24,   20,    9,  130,   13,   85,   59,   15,  117,   10,   48,   24,   30,   22,  839,  117,  130,   23,   15, 9984,10041,    1, 9947,   24,   59,   11,   82,   19,    7,   81,   94,    6,   64,   19,   12
  370,20230413,  227,   51,   54,   80,    1,   10,   21,  140,    1,   85,   30,   24,  145,   14,  -13,   24,   58,   42, 1499,   15,   25,   14,    2,10029,10089,   24, 9946,    1,   57,    2,   83,   18,    5,   70,   90,    4,   38,   16,   21
  370,20230414,  142,   20,   27,   50,   10,   10,    1,   90,   10,   93,   10,    4,  157,   17,  -21,    6,   87,   63, 1748,    0,   -1,   -1,    1,10081,10098,    6,10066,   16,   59,    1,   83,   18,    5,   62,   93,    5,   40,   15,   25
  370,20230415,    6,   46,   53,   80,   14,   20,    3,  140,   14,   97,   56,    5,  146,   13,   35,    6,   98,   71, 1986,    7,    1,    1,   23,10151,10221,   24,10077,    2,   64,   23,   83,   16,    6,   68,   94,   24,   50,   11,   29
  370,20230416,  330,   37,   38,   50,    6,   30,   10,   80,    6,   90,   69,    1,  111,   16,   69,    6,    1,    1,  364,    0,    0,    0,    1,10245,10261,   24,10220,    1,   47,   11,   65,    1,    8,   89,   95,    7,   82,   16,    5
  370,20230417,   23,   41,   43,   60,   15,   30,    1,  100,   16,  106,   63,   24,  161,   15,   51,   24,   49,   35, 1380,    0,    0,    0,    1,10263,10274,   10,10257,    1,   48,    6,   79,   18,    6,   73,   93,    6,   44,   17,   21
  370,20230418,   55,   53,   55,   70,   17,   40,    1,  110,   11,   98,   50,    6,  141,   16,   43,    6,   52,   37, 1345,    0,    0,    0,    1,10262,10267,    8,10256,    2,   69,   16,   80,   10,    3,   68,   79,    1,   58,   17,   20
  370,20230419,   55,   63,   64,   90,   12,   40,    3,  130,   12,  117,   66,   24,  161,   14,   53,   24,  127,   90, 2386,    0,    0,    0,    1,10245,10263,    1,10223,   18,   70,    3,   83,   18,    3,   48,   77,    5,   27,   14,   36
  370,20230420,   50,   50,   53,   80,    8,   30,    2,  130,    8,   84,   35,    2,  124,   17,   10,    6,   31,   22,  997,   20,    8,    5,   24,10178,10221,    1,10154,   24,   57,   24,   83,    1,    7,   61,   90,   24,   45,   17,   14
  370,20230421,   84,   27,   33,   60,   13,   10,   22,  120,   21,  108,   55,   23,  170,   15,   22,   24,   74,   52, 1808,   27,   49,   26,   21,10114,10149,    1,10080,   18,    2,   24,   81,   17,    6,   76,   99,   23,   49,   17,   27
  370,20230422,  203,   16,   23,   50,   11,    0,    3,  100,   11,  104,   42,    1,  179,   11,   22,    6,   29,   20,  999,   32,   41,   21,   17,10072,10085,   20,10059,    9,    0,    1,   80,   11,    8,   90,   99,    1,   64,   10,   15
  370,20230423,  190,   44,   50,  110,   21,   20,    1,  160,   21,  118,   73,    1,  176,   13,   60,    6,   42,   29, 1384,   36,   54,   22,   15,10033,10073,    1, 9981,   20,   49,    1,   81,   10,    7,   82,   95,    1,   54,   13,   21
  370,20230424,  254,   48,   53,   70,    1,   20,   22,  130,    7,   82,   34,   22,  111,   16,   13,   24,   30,   21,  939,   63,  124,   36,    6,10068,10112,   21,10005,    3,   56,    2,   80,   13,    7,   81,   93,    6,   64,   16,   13
  370,20230425,  314,   30,   33,   50,    9,   10,   23,  100,   12,   68,    0,   24,  119,   15,  -32,   24,   58,   40, 1531,    0,   -1,   -1,    1,10159,10198,   23,10114,    1,   62,    3,   82,   11,    6,   69,   91,   24,   46,   15,   20
  370,20230426,  351,   10,   19,   40,   19,   10,    1,   60,   19,   55,  -18,    5,  107,   15,  -51,    6,   47,   32, 1450,    0,    0,    0,    1,10198,10209,   24,10191,   16,   59,    4,   82,   17,    7,   69,   97,    2,   45,   16,   19
  370,20230427,   78,   29,   30,   40,    8,   10,    2,  100,   14,   92,   11,    3,  144,   15,  -19,    6,   94,   65, 2107,    8,    1,    1,   24,10187,10214,    6,10136,   24,   69,    3,   82,   17,    6,   54,   85,    2,   34,   14,   30
  370,20230428,  240,   22,   36,   60,   15,   20,    2,  100,   13,  117,   85,    1,  156,   12,   77,    6,    4,    3,  609,   32,   19,    9,   19,10117,10149,   24,10102,    7,   22,    8,   74,   14,    8,   88,   97,    9,   72,    1,    9
  370,20230429,  346,   23,   27,   50,   20,   10,   18,   80,    1,  111,   53,   24,  155,   16,   37,   24,   13,    9, 1134,    9,    1,    1,    4,10199,10235,   24,10153,    1,   25,    3,   82,   16,    7,   75,   96,    4,   53,   16,   17
  370,20230430,   70,   26,   28,   40,   13,   10,    4,   90,   14,  128,   39,    5,  185,   15,   20,    6,  123,   83, 2256,    0,    0,    0,    1,10214,10238,    5,10177,   24,   56,    4,   83,   17,    6,   64,   95,    4,   45,   14,   35
  370,20230501,  326,   19,   26,   50,   13,   10,    5,   90,   13,  138,   95,    5,  187,   13,   72,   24,   49,   33, 1793,    0,    0,    0,    1,10163,10202,   24,10148,    7,   57,   22,   83,    1,    7,   67,   87,   22,   49,   12,   29
  370,20230502,  354,   36,   38,   50,    5,   20,   24,   90,    8,  101,   40,   23,  145,   16,   12,   24,   83,   56, 2001,    0,    0,    0,    1,10260,10292,   22,10207,    1,   59,    1,   82,   19,    5,   67,   88,    2,   44,   15,   29
  370,20230503,   59,   37,   38,   50,   13,   20,    5,  100,   14,  107,   23,    5,  162,   17,   10,    6,  135,   90, 2568,    0,    0,    0,    1,10267,10295,    6,10228,   24,   70,    1,   82,   18,    7,   58,   85,    2,   40,   16,   38
  370,20230504,   96,   27,   34,   50,   12,   10,   22,  110,   12,  165,   73,    5,  240,   15,   60,    6,  109,   73, 2305,    0,    0,    0,    1,10175,10222,    1,10139,   22,   71,    8,   83,   20,    8,   51,   72,    4,   31,   17,   39
  370,20230505,  215,    9,   22,   40,   12,   10,    2,   70,    1,  142,  103,    4,  189,    9,   73,    6,   45,   30, 1028,   31,   46,   22,   14,10165,10172,   12,10151,    1,   50,   11,   78,   10,    7,   84,   97,   24,   62,    9,   17
  370,20230506,  165,   11,   14,   30,   11,   10,    1,  100,   16,  150,   76,    5,  210,   14,   37,    6,   51,   34, 1666,   23,    8,    6,   16,10164,10172,    8,10156,   15,    4,    3,   82,   12,    7,   81,   98,    1,   49,   14,   28
  370,20230507,   52,   10,   13,   30,   13,   10,    1,  210,   13,  161,  130,   13,  209,   12,  125,    6,    6,    4, 1083,    8,  186,  185,   13,10177,10204,   23,10155,    4,   18,   22,   75,   15,    8,   87,   98,   21,   66,   12,   18
  370,20230508,  251,   13,   17,   30,   13,    0,    3,   60,   14,  165,  126,    5,  212,   13,  121,    6,   32,   21, 1386,    0,    0,    0,    1,10203,10215,    7,10180,   24,    5,    4,   63,   13,    8,   84,   98,    1,   63,   13,   24
  370,20230509,  197,   26,   30,   40,    8,   10,   24,   80,   12,  138,  121,   24,  156,    8,  118,   24,    0,    0,  573,  155,  161,   28,   12,10119,10174,    1,10087,   18,   36,   22,   69,    7,    8,   93,   97,   20,   83,    7,    9
  370,20230510,  246,   21,   25,   50,   11,   10,   19,   90,   12,  128,  112,   22,  166,   11,  109,   24,    3,    2,  581,   79,  260,   64,   15,10119,10145,   23,10086,    1,   25,    1,   70,    9,    8,   92,   98,   19,   78,   11,    9
  370,20230511,  292,   12,   23,   40,   17,   10,    2,   70,   16,  135,   93,    4,  178,   15,   82,    6,   15,   10, 1254,   38,   19,   10,    2,10154,10164,   22,10144,    3,    1,    4,   70,   18,    8,   87,   99,    4,   62,   15,   20
  370,20230512,   44,   34,   43,   70,   17,   10,   23,  160,   17,  151,  113,    3,  209,   17,   88,   24,   34,   22, 1545,   48,   42,   15,    4,10175,10203,   23,10146,    5,   35,    5,   82,   11,    8,   77,   98,    3,   52,   14,   26
  370,20230513,   11,   30,   37,   60,   13,   20,    3,  120,   14,  169,   99,    5,  233,   14,   68,    6,  127,   82, 2579,    0,    0,    0,    1,10202,10214,    8,10191,   17,   69,    8,   83,   19,    4,   60,   83,    4,   33,   16,   44
  370,20230514,  331,   27,   28,   50,   17,   10,    3,   80,   18,  153,   98,    5,  220,   14,   71,    6,   91,   59, 2284,    0,    0,    0,    1,10174,10192,    1,10158,   16,   50,   24,   81,   14,    7,   73,   93,    4,   33,   13,   38
  370,20230515,  303,   34,   37,   60,   16,   20,    1,  110,   21,  114,   75,    5,  156,   10,   60,    6,   19,   12, 1081,    0,   -1,   -1,    1,10161,10192,   24,10149,    4,   18,    5,   75,   15,    8,   84,   96,    4,   71,    9,   16
  370,20230516,  325,   40,   41,   60,    8,   20,    4,  110,   11,  106,   55,    5,  150,   12,   33,    6,   87,   56, 1831,    0,    0,    0,    1,10223,10252,   24,10194,    1,   65,   23,   82,   18,    4,   69,   93,   24,   50,   16,   27
  370,20230517,  353,   32,   37,   60,   14,   10,    2,  100,   13,  108,   39,    3,  162,   13,   14,    6,  137,   87, 2672,    0,    0,    0,    1,10273,10282,   23,10252,    1,   57,    5,   81,   17,    3,   65,   97,    2,   37,   17,   40
  370,20230518,   36,   36,   37,   50,   11,   20,   21,  100,   13,  104,   40,    2,  160,   16,   31,    6,  122,   78, 2711,    0,    0,    0,    1,10276,10291,    8,10263,   18,   69,    8,   82,   20,    7,   62,   86,    2,   43,   18,   40
